t-3	t-2	t-1	t0	t1	Naive Bayes	n
continuous	continuous	continuous	continuous	continuous	discrete	continuous
					class	meta
3539.57083782	3590.91577726	3642.2607167	3626.2020709	3524.45112225	2106	1480.0
1026.5630193	1117.23252758	1207.90203586	1077.11455865	874.960035736	-26	1483.0
-1753.04876213	-1955.20328505	-2157.35780796	-2067.7062555	-1950.15359316	-2133	1484.0
6490.15433614	6501.51074042	6512.8671447	6160.9757744	5509.49677769	2133	1487.0
-10125.9991434	-10777.4781402	-11428.9571369	-11241.0975609	-10987.9128208	-1040	1488.0
-2632.75425797	-2897.96828638	-3163.18231478	-3288.85799915	-3157.83032176	-2106	1490.0
3605.4198895	3705.57044199	3805.72099448	3754.61393298	3597.44945997	2106	1492.0
-488.826838469	-645.991311486	-803.155784503	-827.663618598	-790.559914942	-2133	1493.0
322.551194725	359.654898381	396.758602036	368.709836116	315.821342107	-2106	1494.0
338.696188668	385.18013928	431.664089893	449.508168528	408.106534594	-26	1496.0
3591.99661623	3656.61200063	3721.22738504	3381.62485112	3037.13053675	-26	1507.0
-3163.76712194	-3508.26143631	-3852.75575069	-3772.34055928	-3665.39654059	-1040	1508.0
4809.01435407	4909.20215311	5009.38995215	4861.12977394	4090.30935941	2133	1510.0
-2076.25395688	-2847.07437142	-3617.89478596	-3840.69168328	-3723.52761829	-1040	1511.0
14788.3946505	14905.5587154	15022.7227804	14918.5144284	14795.2702012	2133	1512.0
-9837.86081203	-10075.6780219	-10313.4952317	-10460.5218723	-10241.9779402	-1040	1514.0
2566.26232685	2567.96002549	2569.65772414	2538.16446883	2381.32354588	-26	1516.0
-3735.47244923	-3892.31337218	-4049.15429513	-4170.61226751	-4075.14859392	-1040	1517.0
884.27286522	952.805751453	1021.33863769	930.735210333	776.110110076	-26	1519.0
-1543.26639378	-1697.89149404	-1852.5165943	-1824.2319039	-1724.38504535	-2133	1520.0
-2154.24669895	-2430.73278691	-2707.21887486	-2683.85535099	-2557.3164219	-2133	1523.0
21658.5957447	21758.8670213	21859.1382979	21088.2319022	20272.9336689	2133	1526.0
-14784.8903638	-15600.1885971	-16415.4868304	-16968.9218981	-16413.7641248	-1040	1527.0
6428.77310924	6529.22268908	6629.67226891	6584.05255464	6278.30478492	2133	1530.0
-2588.38053699	-2894.12830671	-3199.87607643	-3342.56725832	-3238.41031245	-1040	1531.0
12294.1358025	12394.9074074	12495.6790123	12593.4062619	12013.3682548	2133	1534.0
3302.26677316	3402.33546326	3502.40415335	3486.74970266	3293.4454786	-26	1536.0
273.851566922	213.158367988	152.465169053	153.711006386	193.997586989	-2106	1540.0
1966.60713349	2006.8937141	2047.1802947	2003.58848105	1932.96202389	-26	1541.0
-2086.16697989	-2581.72773562	-3077.28849136	-3421.89548347	-3190.11244914	-2106	1543.0
-337.947031077	-539.78704946	-741.627067844	-922.596715497	-833.260200768	-2133	1545.0
1846.8352411	1936.17175583	2025.50827056	2001.329747	1358.18557119	-26	1546.0
-1214.39113203	-1857.53530783	-2500.67948364	-2546.93586225	-2404.75612225	-2133	1547.0
3424.61321784	3566.79295784	3708.97269785	3657.06486291	3056.48524336	-26	1548.0
-1748.15171307	-2348.73133263	-2949.31095218	-3263.18598606	-2966.43683416	-2133	1549.0
28163.8405196	28260.5125162	28357.1845128	28406.6042229	27318.792433	2133	1551.0
-21632.7381153	-22720.5499053	-23808.3616952	-24497.1323166	-23715.3004323	-1040	1552.0
484.059127363	558.36062043	632.662113496	644.976746188	604.03047579	-26	1554.0
3639.60709653	3725.04000719	3810.47291784	3829.0792007	3685.28089653	2106	1557.0
-453.910402028	-551.303025046	-648.695648065	-675.699258372	-583.130700824	-2133	1561.0
5526.39409733	5618.96265488	5711.53121243	5425.8300732	4925.91104224	2133	1562.0
-3572.71248415	-4072.63151512	-4572.55054608	-4778.22409241	-4598.60690609	-1040	1563.0
-908.799305712	-1025.37135153	-1141.94339735	-1230.59196293	-1150.06985972	-2133	1565.0
2473.42478472	2553.94688793	2634.46899114	2603.36954107	2350.8928367	-26	1566.0
-2193.68784203	-2446.1645464	-2698.64125078	-2624.61771046	-2497.42196582	-2133	1567.0
1570.95315567	1650.40562457	1729.85809347	1716.61284847	1535.91286488	-26	1570.0
-993.886905288	-1174.58688887	-1355.28687246	-1360.53168822	-1274.77580432	-2133	1571.0
-469.235675055	-548.616006749	-627.996338443	-699.57497128	-663.772219904	-2133	1573.0
6695.8140278	6777.4113832	6859.00873861	6255.83216581	5644.23451807	2133	1575.0
-4752.92549344	-5364.52314117	-5976.12078891	-6276.40675261	-6005.38399649	-1040	1576.0
679.251129149	721.505526108	763.759923067	720.227338273	667.126164532	-26	1580.0
-341.796136554	-394.897310296	-447.998484037	-465.605927834	-458.103260404	-2133	1581.0
-256.25118182	-309.077790467	-361.904399115	-376.06893925	-368.346335222	-2133	1584.0
3352.59633842	3375.69748255	3398.79862667	3084.96475	2735.6415	-26	1589.0
1212.59932988	1356.20922695	1499.81912402	1574.05122518	1458.39513402	-26	1591.0
-854.726689094	-970.38278025	-1086.03887141	-1166.38149263	-1102.07615461	-2133	1592.0
157.684497309	202.411788159	247.139079009	225.621013515	174.354660337	-2106	1598.0
3730.56662246	3758.50602038	3786.44541831	3722.42619817	3476.59695128	-26	1603.0
-2423.30497402	-2669.1342209	-2914.96346779	-3105.26648097	-2989.91574037	-2106	1604.0
1914.27111111	2015.02222222	2115.77333333	2153.88477366	2060.59670782	-26	1612.0
635.235641286	655.795005076	676.354368866	627.795964271	505.017052375	-26	1614.0
-968.329890378	-1091.10880227	-1213.88771417	-1297.70998861	-1209.47145377	-2133	1615.0
4220.1509434	4320.63072776	4421.11051213	4436.30032694	4075.79135022	2133	1622.0
-1692.35227724	-2052.86125395	-2413.37023067	-2449.14954134	-2309.10970516	-2133	1623.0
4.02734387685	-28.6588510376	-61.345045952	-81.2802951803	-54.6910501039	-2133	1626.0
503.683096501	530.272341578	556.861586654	515.56103196	417.23438583	-26	1627.0
-664.358721602	-762.685367732	-861.012013862	-923.593606232	-857.210225902	-2133	1628.0
2144.9552011	2197.47981791	2250.00443473	2285.7312062	2245.66524507	-26	1631.0
-2305.5531281	-2971.89275074	-3638.23237339	-3876.42170915	-3709.96266785	-1040	1633.0
3947.1532319	4113.6122732	4280.0713145	4253.95902965	4066.33530997	2133	1634.0
-766.370576612	-935.346326567	-1104.32207652	-1206.77844713	-1110.01567223	-2133	1638.0
-1716.58375388	-1815.67359701	-1914.76344015	-1876.21124881	-1825.18073182	-2133	1641.0
963.923459195	1034.77198815	1105.6205171	1013.7469123	887.420618294	-26	1643.0
-881.147497784	-1007.47379179	-1133.8000858	-1096.18617664	-1013.58767842	-2133	1644.0
-1342.70374879	-1530.1270744	-1717.5504	-1668.70134924	-1581.03037383	-2133	1646.0
646.457542533	654.148824889	661.840107246	666.209643269	625.822286472	-26	1649.0
14885.2843693	14973.65618	15062.0279908	14369.8201636	13589.4084924	2133	1651.0
7620.77832512	7721.05172414	7821.32512315	7531.09543804	6951.54112451	2133	1653.0
-4059.99083255	-4639.54514608	-5219.09945961	-5440.68714061	-5202.35058102	-1040	1654.0
1405.95198689	1409.08990271	1412.22781852	1405.83249386	1327.17741644	-26	1657.0
1172.4536448	1277.80943797	1383.16523113	1327.16231599	1204.393565	-26	1660.0
-759.906450891	-882.675201884	-1005.44395288	-1077.37627604	-1032.43013132	-2133	1661.0
-3174.49231465	-3607.43565401	-4040.37899337	-4105.81472557	-3960.85372602	-1040	1666.0
2005.31926126	2019.75863008	2034.19799889	1850.73507591	1596.53804348	-26	1668.0
-2979.00854037	-3233.20557281	-3487.40260524	-3467.56725146	-3329.54378009	-1040	1669.0
1017.39975234	1030.78216819	1044.16458404	1052.93101343	953.382783883	-26	1674.0
-1336.22649573	-1435.77472527	-1535.32295482	-1548.31528125	-1496.35467538	-2133	1675.0
1626.57077069	1630.2848593	1633.99894792	1467.35979474	1237.86396198	-26	1682.0
-1057.09436562	-1286.59019837	-1516.08603113	-1666.0436752	-1561.11188769	-2133	1683.0
2907.57657658	3007.83783784	3108.0990991	3047.41705947	2820.7686665	-26	1685.0
-578.957228126	-805.605621101	-1032.25401408	-1207.74731981	-1120.20974927	-2133	1686.0
-2825.85503015	-3236.80039614	-3647.74576213	-3706.89205827	-3538.8412917	-1040	1688.0
-877.72652735	-1014.09833688	-1150.47014641	-1179.63735904	-1087.01109585	-2133	1690.0
4377.93843246	4470.56469565	4563.19095884	3651.89371699	2579.48716605	2160	1691.0
-2782.54558869	-3854.95213964	-4927.35869059	-5154.23351442	-4831.13026393	-1040	1692.0
-370.665035725	-534.367474371	-698.069913016	-813.082362296	-717.764298241	-2133	1694.0
5287.27373725	5382.5918013	5477.90986536	5202.71329897	4711.64664713	2133	1695.0
12304.449804	12404.4859813	12504.5221586	10048.2222823	7159.34938262	2133	1699.0
-4396.14221595	-7285.01511559	-10173.8880152	-11339.566876	-10625.7263784	-1040	1700.0
165531.298577	165580.683627	165630.068678	164907.639746	163939.340463	2133	1703.0
181356.317184	181452.083084	181547.848984	181224.141391	165957.3731	2133	1706.0
-139377.992737	-154644.761029	-169911.52932	-182383.580869	-176180.845706	-1040	1707.0
6975.26717831	7040.25220467	7105.23723102	6343.62870045	4741.56093596	2133	1709.0
20155.9952982	20258.4648163	20360.9343343	18162.3102012	13393.4327961	2133	1718.0
-15219.8316345	-19988.7090396	-24757.5864447	-24940.350462	-24688.9606811	-1040	1719.0
-10387.8682881	-11600.8733326	-12813.878377	-13538.2931671	-13250.4440075	-1040	1721.0
2869.1089297	3156.95808929	3444.80724888	3557.1116386	3332.77496798	-26	1722.0
-2499.97846815	-2724.31513877	-2948.65180939	-2963.021779	-2862.48277231	-2106	1723.0
7080.98051978	7151.61978564	7222.25905149	7195.10536915	7111.8853709	2133	1728.0
-3445.98791668	-3624.58494686	-3803.18197704	-3730.71500336	-3643.64341625	-1040	1733.0
4802.30053302	4889.37212013	4976.44370724	4871.65320271	4614.38519442	2133	1734.0
20605.1411542	20660.1571211	20715.1730881	20768.1883708	20240.9949786	2133	1738.0
-14186.7129985	-52168.4926258	-90150.2722532	-106691.646813	-102718.631812	-1040	1743.0
-371.792619042	-463.388715653	-554.984812264	-565.260858927	-529.706330967	-2133	1753.0
5585.67247825	5621.22700621	5656.78153417	5655.79169765	5565.63900632	2133	1754.0
8627.39754351	8680.17958348	8732.96162345	8519.26916694	8199.40408551	2133	1758.0
-6194.52457888	-6514.38966031	-6834.25474174	-7104.64027073	-6880.99995451	-1040	1759.0
11860.7865624	11956.2696217	12051.752681	12024.8876461	11442.5831461	2133	1766.0
-14761.1193539	-15343.4238539	-15925.7283539	-15820.9553851	-15677.1901071	-1040	1767.0
20264.1293961	20407.8946741	20551.6599521	20339.209941	19765.9822183	2133	1768.0
11464.0179692	11599.5076356	11734.997302	10883.1115402	7248.79010777	2133	1771.0
-3654.17418966	-7288.49562214	-10922.8170546	-12181.3455469	-12000.4363822	-1040	1772.0
13326.8466759	13507.7558406	13688.6650053	13423.8902313	13086.5365696	2133	1773.0
-7154.68313536	-7492.03679711	-7829.39045886	-7885.01769917	-7773.52092952	-1040	1774.0
-7145.95409757	-7420.46021885	-7694.96634013	-7907.50958456	-7739.90235085	-1040	1776.0
13102.4985516	13173.8229273	13245.1473029	13295.1669692	12333.9661941	2133	1780.0
-11696.0531817	-12657.2539567	-13618.4547317	-13667.2462782	-13534.4503797	-1040	1781.0
30288.1961095	30420.992008	30553.7879064	29874.9254284	28542.9302155	2133	1782.0
3715.10204082	3815.51020408	3915.91836735	3767.19080458	3574.42801064	2106	1787.0
-5319.8884737	-5556.70260524	-5793.51673678	-5784.67011618	-5658.63498307	-1040	1791.0
3986.15275988	4025.14197788	4064.13119588	4078.75576761	4032.32024201	2133	1794.0
5645.54353625	5706.41127416	5767.27901207	5819.13867461	5401.87152745	2133	1797.0
-7116.14288732	-7533.41003448	-7950.67718164	-8070.36624596	-7938.07519733	-1040	1798.0
9616.6507177	9716.82416268	9816.99760766	9861.7756098	9711.66087784	2133	1800.0
-4937.9908958	-5065.99029771	-5193.98969963	-5298.4740199	-5175.4190475	-1040	1802.0
-5553.73542503	-5831.47762737	-6109.21982971	-6187.38371206	-6077.39134362	-1040	1804.0
1072.11260465	1182.10497309	1292.09734152	1178.04821499	1057.92646071	-26	1805.0
1817.16488265	1907.68660494	1998.20832723	1954.91398848	1431.48589257	-26	1807.0
-3279.36697066	-3802.79506657	-4326.22316249	-4381.35359766	-4161.20754775	-1040	1808.0
2939.43934294	2951.87941081	2964.31947869	2969.24363429	2858.58597035	-26	1813.0
-1125.08993142	-1235.74759536	-1346.4052593	-1335.66829088	-1303.51467522	-2133	1814.0
-242.445358232	-210.291742566	-178.138126899	-153.434974296	-180.940179697	-2133	1815.0
6590.5937132	6670.88275563	6751.17179805	6577.24899732	6314.27976595	2133	1817.0
-4467.45871989	-4730.42795125	-4993.39718261	-5028.45757073	-4915.35626231	-1040	1818.0
-3311.36062925	-3781.59205156	-4251.82347387	-4500.88794592	-4359.55420942	-1040	1821.0
3237.28476761	3245.01217699	3252.73958637	3234.91125896	3185.67879453	-26	1823.0
4510.29001833	4552.26744214	4594.24486595	4633.74523258	4207.95266611	2133	1825.0
-8140.0317615	-8565.82432797	-8991.61689444	-9062.57250617	-8894.49196313	-1040	1826.0
-7446.77618239	-7788.474858	-8130.17353361	-8329.11714973	-8128.05388384	-1040	1829.0
162.308173419	51.3977036111	-59.5127661972	-70.577260199	4.86974275214	-2133	1833.0
5663.39496409	5738.84196704	5814.28896999	5846.32720434	5799.27776777	2133	1834.0
365.298728104	417.238916502	469.1791049	508.237117105	466.192884521	-26	1839.0
4334.63084341	4405.82011442	4477.00938544	4432.03658664	4199.18535904	2133	1841.0
-1505.82649766	-1604.46735428	-1703.1082109	-1693.45677926	-1619.10645547	-2133	1844.0
-1183.12638011	-1266.46519087	-1349.80400163	-1393.35258576	-1376.63742015	-2133	1846.0
4806.07594937	4906.20253165	5006.32911392	5008.99012944	4848.57171913	2133	1848.0
-766.072641853	-926.491052166	-1086.90946248	-1143.87873221	-1081.02764673	-2133	1849.0
3255.6972509	3318.54833637	3381.39942184	3346.29192095	3155.25951424	-26	1850.0
12295.5124053	12353.1110982	12410.7097911	12005.916394	8857.97483104	2133	1853.0
-10029.6745468	-13177.6161097	-16325.5576727	-16419.6965577	-15303.6347344	-1040	1854.0
-2449.02993392	-3042.54756787	-3636.06520182	-3832.12579807	-3624.85760212	-1040	1859.0
-156.054045881	-265.862948402	-375.671850924	-417.488988915	-342.86206927	-2133	1861.0
5776.54534162	5851.17226127	5925.79918091	5239.90151281	3245.12716343	2133	1862.0
-2753.91243343	-3001.78241125	-3249.65238907	-3427.27772877	-3349.83442351	-1040	1865.0
2548.37790388	2636.05792931	2723.73795475	2573.73373039	2327.53302134	-26	1868.0
-1857.8790325	-2104.07974154	-2350.28045059	-2522.96739184	-2417.5998401	-2133	1869.0
5063.49633302	5168.86388475	5274.23143649	5257.93722692	5069.27956267	2133	1870.0
-3186.06819735	-3667.54341952	-4149.0186417	-4439.81043562	-4327.02680708	-1040	1873.0
30314.2155777	30348.2771943	30382.3388108	30257.7088207	29772.0521166	2133	1875.0
-32877.6627196	-33363.3194237	-33848.9761279	-33665.5925559	-33442.787343	-1040	1876.0
701.619288965	755.389907214	809.160525464	818.526687551	786.813693479	-26	1881.0
3106.23130899	3182.48641504	3258.74152109	3262.62575695	2970.8882252	-26	1884.0
-2863.86240974	-3155.59994149	-3447.33747324	-3624.20185297	-3469.54834102	-1040	1885.0
29313.65288	29406.6375265	29499.6221729	29462.5763772	29284.5075194	2133	1887.0
-9356.4346204	-9534.50347819	-9712.57233598	-9771.03209981	-9761.68076219	-1040	1888.0
3780.71862819	3891.47117749	4002.22372679	3955.14158265	3593.14250538	2106	1892.0
-3646.83904016	-4008.83811743	-4370.83719471	-4629.22805463	-4430.06359054	-1040	1893.0
4110.19814112	4153.46066508	4196.72318903	4153.29345851	3946.28255603	2133	1899.0
-2057.03361599	-2264.04451847	-2471.05542096	-2564.52110061	-2470.44059755	-2133	1900.0
8066.57574528	8160.65624834	8254.7367514	7630.22650553	6971.60776876	2133	1901.0
-7518.00444013	-8176.6231769	-8835.24191367	-8763.34966702	-8546.96812743	-1040	1902.0
2272.10885208	2488.49039167	2704.87193126	2744.61880813	2517.88217651	-26	1903.0
-2243.58708759	-2470.32371921	-2697.06035083	-2907.6449646	-2795.18922119	-2133	1904.0
3249.8964695	3256.87641529	3263.85636108	3223.3514377	2834.01536004	-26	1907.0
-5342.04227083	-5731.37834849	-6120.71442615	-6446.52642558	-6298.79529638	-1040	1908.0
5519.69503978	5667.42616898	5815.15729819	5543.6531935	5228.80442904	2133	1909.0
-4216.65850475	-4531.50726921	-4846.35603367	-4790.43205858	-4629.19984978	-1040	1910.0
304.009777359	320.420897632	336.832017906	311.102127953	278.957854142	-2106	1914.0
2579.81906017	2650.72288098	2721.6267018	2620.4953271	2097.26168224	-26	1917.0
-2088.60747664	-2611.8411215	-3135.07476636	-3270.34042407	-3071.95361285	-2133	1918.0
1130.5205804	1132.65593039	1134.79128038	1133.39781819	1127.40128596	-26	1920.0
-1888.07712357	-1991.84207712	-2095.60703068	-2144.43679671	-2047.28710376	-2133	1923.0
3924.7010071	3970.6601881	4016.61936911	3968.13372205	3888.56401496	2106	1933.0
-2355.85143393	-3414.33354464	-4472.81565535	-5200.53832633	-4908.82388416	-1040	1935.0
1217.17940134	1508.89384351	1800.60828567	1919.20809215	-1084.83784927	-26	1936.0
150.456959592	53.0575385808	-44.3418824302	-38.1969222128	-16.5851601166	-2133	1939.0
3598.46863444	3690.41052947	3782.35242449	3824.42076862	3710.68386829	2106	1946.0
-42.6338427876	-156.370743123	-270.107643459	-351.965351126	-313.640606223	-2133	1947.0
1602.5966389	1640.9213838	1679.2461287	1658.52793123	816.682720637	-26	1948.0
-2550.69812174	-3392.54333233	-4234.38854292	-4271.48901099	-3453.81807082	-1040	1949.0
3885.92912693	3979.02946209	4072.12979726	2231.9891749	-663.205116849	-2106	1951.0
2231.9891749	-663.205116849	-3558.39940859	-3765.17077516	-2946.13997379	-2106	1952.0
10044.4783685	846.818613232	-10084.3495483	-6586.56160266	-485.707306622	-2106	1956.0
2306.04166667	2406.30434783	2506.56702899	2404.59027408	1801.5136572	-26	1961.0
-610.792810313	-1213.86942719	-1816.94604407	-1701.25529723	-1553.11048146	-2133	1962.0
1047.01993729	1071.35124157	1095.68254586	1067.31400625	963.59706545	-26	1968.0
3196.11951963	3273.21446966	3350.3094197	3260.58761683	2993.85297365	-26	1971.0
-1807.37060358	-2074.10524675	-2340.83988993	-2377.78534796	-2269.81168451	-2133	1972.0
753.450891934	861.424555378	969.398218823	813.987638786	199.654924563	-26	1973.0
-1029.01050388	-1643.34321811	-2257.67593233	-2550.82828995	-2346.47004412	-2133	1974.0
923.261889216	1127.62013505	1331.97838088	1127.57059362	871.267852252	-26	1975.0
-410.245854601	-666.548595971	-922.851337342	-940.506166585	-805.105312347	-2133	1976.0
2400.94195142	2514.64761241	2628.35327339	2315.13916897	960.461319347	-26	1978.0
960.461319347	-394.216530271	-1748.89437989	-2483.41420718	-2230.4399684	-2133	1979.0
2036.83961935	2083.65783933	2130.47605931	2111.36169949	1786.01424766	-26	1982.0
-1792.80772236	-2118.15517419	-2443.50262601	-2404.40252738	-2293.58279908	-2133	1983.0
8234.29138949	8345.11111779	8455.93084609	7621.2640607	5852.66712469	2133	1984.0
-4758.91449138	-6527.51142739	-8296.1083634	-8879.73674615	-8754.66627703	-1040	1985.0
30642.5314936	30767.6019628	30892.6724319	30761.5192752	28851.0049992	2133	1986.0
-24643.3947271	-26553.9090031	-28464.423279	-27905.307419	-26713.6143652	-1040	1987.0
590.861529204	639.340263134	687.818997065	663.851052482	600.113240992	-26	1989.0
3538.06580656	3612.64394464	3687.22208272	3040.38237747	945.544365665	-26	1991.0
-1149.29364614	-3244.13165795	-5338.96966976	-5284.86198847	-4932.87190606	-1040	1992.0
707.984367798	669.834817538	631.685267277	595.793324915	616.46213626	-26	1994.0
1381.20815602	1401.87696737	1422.54577871	1394.28923726	1252.23953011	-26	1995.0
-1446.70490578	-1588.75461293	-1730.80432008	-1759.34502225	-1683.07324416	-2133	1996.0
3180.67612789	3194.18625775	3207.6963876	2684.48752713	1987.55520819	-26	1999.0
-2029.21699359	-2361.26588721	-2693.31478083	-2934.13231615	-2802.72391731	-2133	2003.0
3965.45075758	3973.27137446	3981.09199134	3668.0813931	3251.53801999	-2106	2007.0
-4246.2426959	-4662.78606901	-5079.32944212	-5041.16716205	-4861.86019038	-1040	2008.0
-1571.83171151	-1781.21596206	-1990.60021261	-1967.10644258	-1851.3837535	-2133	2010.0
1405.02104285	1439.24738479	1473.47372673	1478.82672509	1428.5895516	-26	2012.0
4796.35747223	4929.08184021	5061.8062082	4880.59954733	4396.32492394	2133	2017.0
-3352.06905022	-3836.34367361	-4320.61829699	-4581.30292801	-4388.38084317	-1040	2018.0
-653.344978635	-744.677081311	-836.009183986	-926.721407854	-852.167054003	-2133	2020.0
-2156.0240779	-2350.1845053	-2544.3449327	-2584.29716122	-2471.38595921	-2133	2023.0
-4807.47135256	-5304.69072832	-5801.91010408	-5798.54822387	-5555.28301098	-1040	2025.0
4245.60899964	4314.9661131	4384.32322656	4303.35909432	4182.04717226	2133	2028.0
585.938729687	683.5664992	781.194268714	801.533782438	688.523620791	-26	2031.0
-1119.63896557	-1232.64912722	-1345.65928887	-1333.71588411	-1241.08842041	-2133	2032.0
5613.34389329	5705.97135699	5798.59882069	5514.59901211	4852.54698009	2133	2033.0
-1131.17040552	-1276.1274742	-1421.08454289	-1503.27797977	-1409.07504157	-2133	2038.0
270.546351525	257.395860098	244.245368671	242.412280725	250.815268174	-2106	2040.0
460.889954396	469.292941845	477.695929294	478.791527356	431.317760087	-26	2041.0
3198.56789728	3208.93795025	3219.30800322	2944.57966879	2512.23326467	-26	2045.0
-3108.26998885	-3540.61639297	-3972.96279708	-3966.30398059	-3696.48291251	-1040	2046.0
4456.91290163	4538.01475776	4619.11661388	2559.13235294	-504.475490196	2160	2048.0
9464.95126387	9505.74099695	9546.53073003	7812.39634077	6011.93916403	2133	2051.0
-8391.71824992	-10192.1754267	-11992.6326034	-12336.0804062	-11965.1070924	-1040	2052.0
-1260.28390622	-1455.21329103	-1650.14267583	-1739.11287395	-1669.48463205	-2133	2054.0
520.711142122	550.510996805	580.310851488	549.865413145	468.229992525	-26	2056.0
6820.33492823	6920.63397129	7020.93301435	6955.61847822	6846.26900206	2133	2060.0
-4743.36937003	-5920.52679359	-7097.68421716	-7724.24690507	-6988.60317747	-1040	2065.0
-1103.45335663	-367.809629029	367.834098575	-615.84855903	-935.035317552	-2106	2066.0
2233.91906848	2255.02667289	2276.13427731	2214.98410223	1996.33845798	-26	2070.0
-1283.34620585	-1501.99185011	-1720.63749437	-1846.08588636	-1747.74057932	-2133	2071.0
4865.86414298	4942.10908344	5018.35402389	4899.72824656	4650.13450873	2133	2073.0
-2837.67762614	-3087.27136397	-3336.86510179	-3350.81493657	-3249.18659086	-1040	2074.0
141.333450432	103.098724293	64.8639981532	56.6836135441	88.6424376657	-2106	2077.0
-991.927863511	-1099.71963243	-1207.51140135	-1185.1008877	-1101.4311645	-2133	2079.0
3500.4036111	3584.0733343	3667.74305749	3612.35199876	3337.05291751	-26	2080.0
-2719.52687	-2994.82595125	-3270.1250325	-3276.65401613	-3146.34794233	-2106	2081.0
971.563591877	1003.28747038	1035.01134889	992.415954118	947.429952919	-26	2084.0
-267.192079473	-312.178080673	-357.164081872	-381.304493198	-364.39250172	-2133	2085.0
-731.700856516	-773.185672825	-814.670489134	-852.401705214	-821.638100086	-2133	2087.0
5854.77551463	5928.22648642	6001.67745822	5878.94764772	5716.67083943	2133	2089.0
6209.66779661	6309.82372881	6409.97966102	6503.84195117	6308.83606098	2133	2091.0
1847.14218722	1883.33631291	1919.53043861	1926.83277372	1873.83696682	-26	2096.0
177.971146277	124.975339385	71.9795324926	65.0342551909	102.372331401	-2106	2097.0
-3211.29102935	-4354.53435304	-5497.77767673	-5859.93404672	-5355.69056759	-1040	2100.0
-2254.57847444	-2660.96302104	-3067.34756765	-3365.17271469	-3238.30771523	-2106	2104.0
6657.16224262	6784.02724208	6910.89224154	6104.06485575	5019.22540513	2133	2105.0
2942.94020846	3161.10247861	3379.26474875	3350.12839691	3096.8003731	-26	2107.0
-1716.43207927	-1969.76010307	-2223.08812688	-2401.61812928	-2300.21383517	-2133	2108.0
4392.46957603	4493.87387014	4595.27816425	4452.06858971	4082.63501002	2133	2109.0
1870.11840492	1950.34080775	2030.56321057	1995.4339269	1900.34739865	-26	2115.0
-1599.81188563	-1894.00873836	-2188.2055911	-2134.81461485	-1910.98725598	-2133	2117.0
6803.0371932	6881.0571722	6959.07715121	5655.72806945	2977.16758991	2133	2121.0
-2379.95336916	-5058.5138487	-7737.07432823	-7898.59058523	-7308.48947021	-1040	2122.0
-157.122925789	-305.590489732	-454.058053675	-510.847916324	-441.62606755	-2133	2124.0
609.618371081	610.150172491	610.681973901	587.667666017	529.624629908	-26	2126.0
10438.7405765	10539.113082	10639.4855876	10365.3883688	9472.93579066	2133	2130.0
-6591.21061638	-7483.66319454	-8376.11577271	-8317.09880328	-8045.65570288	-1040	2131.0
911.966610182	1183.40971058	1454.85281097	1490.32146227	1329.8333281	-26	2132.0
-1237.9768186	-1398.46495277	-1558.95308694	-1681.10973625	-1589.90224289	-2133	2133.0
2919.20643093	2991.39938494	3063.59233895	3010.37514759	2849.13609254	-26	2139.0
-1504.31839384	-1665.55744889	-1826.79650395	-1959.294492	-1889.23565887	-2133	2140.0
2679.86255584	2750.04240452	2820.22225321	1679.44543666	187.465872892	-26	2149.0
-1304.51369088	-2796.49325465	-4288.47281842	-4249.41635138	-3992.93994347	-1040	2150.0
426.734158975	364.63188846	302.529617946	320.023181046	345.296732002	-2106	2152.0
1305.69166834	1330.9652193	1356.23877025	1185.28501177	990.263158371	-26	2153.0
-1740.04278928	-1935.06464268	-2130.08649609	-2318.55945772	-2202.70780495	-2133	2154.0
577.731861589	693.583514362	809.435167134	844.400370759	784.395614065	-26	2155.0
1618.77759525	1674.57075637	1730.36391749	1669.80501406	1529.81345117	-26	2157.0
-1270.01780656	-1410.00936945	-1550.00093234	-1567.63010951	-1479.20279445	-2133	2158.0
8909.23309258	9009.33683519	9109.44057781	9084.75151692	8833.40032853	2133	2160.0
-3231.45671461	-3482.80790301	-3734.15909141	-3934.1800622	-3841.57457357	-1040	2161.0
11623.5420273	11716.1475159	11808.7530045	11703.8340962	11453.6292426	2133	2162.0
-11682.8878564	-12051.0537791	-12419.2197017	-12334.562351	-12163.8729258	-1040	2165.0
2174.03879107	2344.72821627	2515.41764147	2413.78402595	1811.14236274	-26	2166.0
4261.14959642	4449.38627014	4637.62294386	4474.24932037	4081.19164058	2133	2168.0
-2993.8465957	-3386.9042755	-3779.96195529	-4079.97906595	-3950.75024445	-1040	2169.0
12332.6075742	12376.7947389	12420.9819035	12431.3821025	12233.5634782	2133	2171.0
4856.64769279	4993.57198607	5130.49627935	3380.06844323	690.229032655	2160	2174.0
-1999.61037792	-4689.4497885	-7379.28919908	-8182.45645288	-7982.50459519	-1040	2175.0
1226.26920166	1281.29890276	1336.32860386	1137.85726496	700.964529915	-26	2180.0
-172.820940171	-609.713675214	-1046.60641026	-1086.10117201	-954.677137194	-2133	2181.0
1826.40604381	1839.86493798	1853.32383215	1614.81989628	1313.78123527	-26	2183.0
-1696.60537482	-1997.64403583	-2298.68269684	-2288.38834734	-2170.49842008	-2133	2184.0
3841.88787039	3959.77779765	4077.66772492	4162.18037661	4068.03676908	-2106	2185.0
